speed_kmh,wing_angle_deg,drs_active,downforce_n,drag_n,stability_index
299.45,12.05,0,2212.61,230.37,100.0
252.32,14.06,0,1827.69,168.21,100.0
310.96,13.94,0,2752.32,255.02,100.0
141.95,21.02,0,854.14,59.87,100.0
273.59,33.71,0,4907.65,285.81,79.62
290.97,27.95,0,4688.78,287.97,90.56
135.49,32.84,0,1176.26,68.89,100.0
140.77,22.42,0,893.14,60.46,100.0
349.12,33.9,1,8031.67,350.4,0.0
150.35,9.54,1,442.52,42.26,100.0
281.99,10.76,0,1754.09,201.01,100.0
244.05,9.76,1,1193.11,111.63,100.0
319.24,19.65,0,4049.94,295.31,100.0
113.35,21.41,0,554.16,38.45,100.0
103.81,25.28,1,543.82,26.07,100.0
298.83,16.65,0,3022.87,245.66,100.0
332.77,22.76,0,5060.55,339.96,71.97
267.81,25.04,0,3586.02,230.18,100.0
201.66,30.5,0,2438.62,145.61,100.0
217.12,7.78,0,754.15,115.48,100.0
305.93,19.58,0,3706.66,270.87,100.0
236.61,9.31,0,1070.22,139.22,100.0
282.07,12.3,0,2002.17,205.06,100.0
351.33,16.88,0,4234.42,340.86,100.0
172.74,7.6,0,466.27,72.98,100.0
141.4,15.96,0,649.34,54.38,100.0
325.18,18.86,1,4037.86,226.56,100.0
284.37,34.75,0,5446.49,315.28,52.68
228.07,8.36,1,893.6,96.08,100.0
250.71,14.76,1,1892.46,125.86,100.0
341.05,32.03,0,7287.99,429.45,0.0
353.64,8.51,0,2185.84,308.46,100.0
103.03,25.27,1,535.27,25.67,100.0
291.94,19.42,0,3348.79,245.95,100.0
358.35,23.18,0,5971.37,397.45,26.43
149.58,30.58,0,1344.89,80.24,100.0
147.51,15.47,0,685.9,58.74,100.0
133.26,32.43,0,1125.01,66.09,100.0
212.49,7.87,0,730.87,110.7,100.0
306.79,33.37,0,6116.23,356.96,19.19
243.38,33.3,0,3841.9,224.33,100.0
202.57,10.22,0,860.64,103.08,100.0
251.97,13.1,0,1700.54,165.44,100.0
192.98,10.46,0,799.08,93.81,100.0
234.51,12.79,1,1437.91,107.01,100.0
224.87,13.46,1,1390.92,99.33,100.0
342.73,26.55,0,6202.32,388.44,14.88
241.38,16.61,0,1968.02,160.18,100.0
274.69,34.55,0,5056.31,293.01,72.18
178.51,16.6,1,1075.37,65.69,100.0
196.0,17.37,0,1355.03,106.96,100.0
358.85,10.3,0,2721.02,323.76,100.0
261.45,12.61,1,1763.64,132.7,100.0
179.47,23.39,0,1510.97,100.11,100.0
118.79,5.36,0,155.73,33.93,100.0
260.91,19.73,0,2714.61,197.51,100.0
122.05,10.44,0,318.99,37.51,100.0
142.86,6.37,1,267.36,37.06,100.0
157.26,21.45,1,1068.67,55.55,100.0
269.87,6.33,0,949.44,176.29,100.0
206.86,22.19,1,1909.63,97.47,100.0
293.69,18.95,0,3309.21,246.8,100.0
158.55,26.78,0,1338.27,83.52,100.0
334.32,6.07,0,1396.48,270.03,100.0
156.28,6.48,0,325.83,59.19,100.0
108.8,10.31,0,250.35,29.76,100.0
219.67,25.33,1,2439.31,116.83,100.0
132.84,10.05,1,363.87,33.18,100.0
212.82,28.57,0,2559.02,155.98,100.0
357.05,23.14,0,5918.26,394.27,29.09
312.24,23.65,0,4620.92,304.53,93.95
222.18,16.8,0,1685.73,136.14,100.0
293.09,19.49,0,3385.54,248.16,100.0
212.76,31.12,0,2764.19,164.11,100.0
100.28,27.45,0,547.76,33.86,100.0
312.19,7.4,1,1484.01,178.47,100.0
302.09,15.57,0,2894.71,246.73,100.0
343.15,33.45,0,7669.91,447.39,0.0
130.52,15.68,0,544.11,46.14,100.0
315.42,17.53,0,3541.23,277.77,100.0
314.55,29.94,1,5833.82,262.69,33.31
196.34,8.96,1,709.21,71.63,100.0
206.62,32.78,1,2731.31,120.03,100.0
211.4,16.89,0,1534.4,123.44,100.0
193.93,25.16,0,1889.13,121.0,100.0
254.11,17.1,0,2242.94,178.97,100.0
236.35,5.14,0,590.75,134.12,100.0
252.61,18.99,0,2453.43,182.73,100.0
259.14,21.44,0,2900.21,201.09,100.0
283.85,29.73,0,4721.07,284.04,88.95
178.15,11.21,1,728.86,60.5,100.0
150.3,15.05,0,693.23,60.58,100.0
240.27,28.76,0,3282.16,199.59,100.0
214.37,25.91,0,2372.62,150.07,100.0
288.91,6.09,1,1045.96,151.26,100.0
250.82,24.72,0,3108.72,200.66,100.0
283.59,29.81,0,4724.04,283.99,88.8
151.41,33.15,0,1481.24,86.57,100.0
362.53,19.97,0,5303.21,383.01,59.84
160.84,32.46,1,1640.63,72.27,100.0
205.4,33.87,0,2778.26,161.63,100.0
290.63,24.18,0,4087.05,266.54,100.0
106.71,15.43,0,357.87,30.71,100.0
319.09,6.54,1,1369.53,185.13,100.0
253.46,6.49,0,857.52,155.68,100.0
333.41,13.0,0,2954.78,289.27,100.0
243.72,7.56,0,923.44,145.22,100.0
107.2,33.36,0,746.6,43.58,100.0
230.76,33.46,0,3469.19,202.35,100.0
337.62,30.45,0,6824.79,407.69,0.0
168.52,18.67,0,1074.0,80.86,100.0
184.75,27.15,0,1840.13,114.24,100.0
108.62,31.83,1,735.24,32.54,100.0
325.52,17.54,1,3772.69,221.9,100.0
329.78,5.31,0,1188.64,261.4,100.0
143.03,28.48,1,1152.71,52.75,100.0
156.58,12.22,1,612.92,47.34,100.0
241.42,28.7,0,3306.83,201.24,100.0
157.09,12.09,0,610.74,63.43,100.0
156.21,20.91,0,1029.08,72.35,100.0
206.59,9.35,1,819.17,79.63,100.0
249.83,31.08,0,3806.52,226.08,100.0
107.16,18.63,0,433.51,32.68,100.0
332.86,13.29,1,3008.33,217.1,100.0
291.65,32.93,0,5463.35,319.8,51.83
123.31,29.73,1,890.91,40.2,100.0
252.42,16.09,0,2086.4,173.69,100.0
135.08,29.95,0,1076.29,64.61,100.0
281.41,12.14,0,1968.0,203.69,100.0
151.56,23.22,0,1070.04,71.15,100.0
162.34,9.06,0,490.51,65.37,100.0
323.54,19.36,0,4100.17,301.73,100.0
182.48,18.09,1,1221.39,70.39,100.0
321.33,10.53,1,2229.01,195.22,100.0
300.99,17.85,0,3280.6,254.29,100.0
184.7,24.17,1,1650.55,80.74,100.0
282.77,24.06,1,3852.05,188.83,100.0
102.14,17.04,0,361.23,28.89,100.0
252.01,24.12,1,3066.86,150.16,100.0
319.47,10.52,0,2201.24,257.25,100.0
323.73,27.41,0,5700.29,352.61,39.99
264.16,20.36,1,2868.77,153.62,100.0
193.39,16.67,0,1267.6,102.93,100.0
357.59,17.77,0,4610.31,358.44,94.48
362.27,16.65,0,4443.68,361.07,100.0
106.61,19.54,0,449.14,32.87,100.0
142.38,18.32,1,752.88,43.03,100.0
358.66,8.02,0,2120.31,315.81,100.0
363.3,29.09,0,7580.9,459.3,0.0
350.14,17.76,1,4419.07,257.72,100.0
120.47,31.83,1,904.32,40.03,100.0
273.65,19.4,0,2938.89,216.0,100.0
117.32,5.72,1,162.04,24.88,100.0
225.45,12.74,0,1323.86,131.78,100.0
359.0,7.87,0,2084.21,315.96,100.0
329.62,14.96,0,3314.37,290.98,100.0
133.48,29.68,0,1042.36,62.75,100.0
243.82,25.08,0,2977.11,190.95,100.0
137.5,32.23,0,1191.44,70.1,100.0
140.06,20.19,0,800.04,57.4,100.0
133.34,7.51,0,274.7,43.45,100.0
125.74,25.94,0,817.21,51.66,100.0
154.19,18.03,0,869.54,66.95,100.0
342.98,6.61,0,1600.49,285.34,100.0
194.83,27.57,1,2075.57,96.09,100.0
326.05,10.44,1,2276.38,200.79,100.0
110.13,32.03,0,759.94,44.78,100.0
255.7,27.72,0,3593.14,221.36,100.0
253.69,31.61,0,3985.88,235.65,100.0
344.05,7.38,1,1797.45,216.72,100.0
136.33,29.6,0,1084.86,65.36,100.0
300.58,8.45,1,1568.16,167.03,100.0
309.07,18.49,1,3580.22,203.37,100.0
238.92,28.45,1,3213.37,147.1,100.0
159.94,17.18,0,892.6,70.99,100.0
190.91,22.99,0,1682.09,112.41,100.0
241.85,18.5,0,2192.82,166.05,100.0
230.19,26.66,1,2808.93,131.72,100.0
285.5,13.48,0,2244.91,213.54,100.0
167.88,25.73,0,1445.75,91.71,100.0
178.56,22.98,0,1470.56,98.31,100.0
339.8,22.28,1,5173.3,263.49,66.34
296.48,6.05,0,1094.02,212.33,100.0
194.15,21.79,0,1653.46,113.63,100.0
291.08,15.14,0,2614.66,227.53,100.0
106.88,6.24,0,146.58,27.63,100.0
193.85,5.8,0,448.32,90.61,100.0
137.78,9.25,0,360.64,47.18,100.0
176.96,21.85,0,1376.9,94.49,100.0
249.65,14.28,1,1816.95,123.91,100.0
270.77,8.56,1,1289.29,135.7,100.0
355.57,14.17,0,3656.42,334.56,100.0
261.33,26.37,0,3583.49,225.04,100.0
178.27,28.86,0,1812.15,110.08,100.0
307.71,31.4,0,5828.57,345.21,33.57
202.99,9.12,0,771.51,102.26,100.0
131.95,7.22,0,258.54,42.44,100.0
260.8,25.92,1,3512.43,166.6,100.0
244.47,21.85,1,2628.37,135.27,100.0
107.7,31.89,0,724.0,42.71,100.0
150.91,17.46,0,807.35,63.51,100.0
137.85,9.7,0,378.43,47.46,100.0
215.09,33.53,0,3019.23,176.03,100.0
363.64,16.92,1,4548.09,274.08,97.6
300.16,22.58,0,4087.11,275.67,100.0
182.23,12.38,0,841.01,85.68,100.0
351.95,19.06,0,4778.52,355.12,86.07
240.78,10.88,0,1292.94,146.76,100.0
323.58,23.64,1,4960.04,245.22,77.0
360.92,33.49,0,8491.83,495.23,0.0
314.41,16.89,0,3392.64,273.02,100.0
319.47,32.31,0,6444.96,378.96,2.75
351.81,30.88,1,7504.81,334.9,0.0
157.28,28.71,0,1403.89,85.43,100.0
325.19,17.98,1,3856.02,223.12,100.0
145.53,24.37,1,1032.53,50.32,100.0
247.27,29.33,0,3539.07,213.83,100.0
128.25,10.7,1,360.69,31.16,100.0
188.76,9.3,0,679.93,88.58,100.0
138.85,15.18,1,596.62,38.86,100.0
320.78,33.24,1,6663.37,291.93,0.0
261.76,27.96,0,3796.17,233.11,100.0
152.42,27.47,0,1266.09,78.26,100.0
326.58,17.0,0,3683.56,295.1,100.0
270.22,13.91,0,2074.56,192.5,100.0
120.36,18.36,0,539.06,41.02,100.0
183.85,21.83,0,1484.97,101.96,100.0
134.99,26.33,1,954.78,45.0,100.0
124.31,31.72,0,959.96,56.7,100.0
280.42,23.82,0,3751.73,246.42,100.0
134.52,29.54,0,1054.0,63.55,100.0
139.05,16.66,1,654.87,39.9,100.0
306.65,17.06,0,3259.76,260.47,100.0
344.44,13.38,0,3243.23,310.37,100.0
169.74,14.77,0,867.83,76.93,100.0
351.38,11.22,1,2837.9,235.38,100.0
174.28,15.5,0,958.73,82.02,100.0
196.54,17.24,1,1352.46,80.48,100.0
272.46,30.36,0,4432.98,265.04,100.0
296.35,32.88,1,5633.51,247.4,43.32
361.67,22.94,0,6024.87,403.04,23.76
304.02,15.37,0,2894.91,249.1,100.0
216.69,18.02,0,1716.31,132.19,100.0
128.64,22.38,1,744.45,37.83,100.0
265.91,23.89,0,3383.74,221.91,100.0
323.04,18.82,1,3977.39,223.44,100.0
320.52,27.14,0,5537.8,343.83,48.11
290.04,18.18,1,3101.45,178.13,100.0
300.48,21.24,0,3863.76,269.33,100.0
134.41,29.39,0,1047.58,63.25,100.0
133.43,29.41,1,1033.07,46.77,100.0
253.18,27.32,0,3476.19,215.29,100.0
116.53,32.69,0,866.58,50.81,100.0
148.25,11.85,1,533.21,42.24,100.0
294.39,5.94,0,1059.32,209.18,100.0
106.6,18.7,1,430.39,24.28,100.0
142.84,6.2,1,260.35,37.0,100.0
309.74,32.42,0,6076.94,357.02,21.15
344.99,22.54,1,5389.76,272.91,55.51
166.29,10.66,1,604.41,52.36,100.0
234.73,9.22,1,1042.9,102.66,100.0
334.45,26.95,1,5989.28,279.67,25.54
313.63,30.19,0,5844.88,350.02,32.76
326.37,5.15,1,1130.54,191.82,100.0
185.44,26.5,1,1812.79,85.21,100.0
177.39,7.99,0,517.01,77.23,100.0
291.62,20.07,1,3448.76,186.23,100.0
237.91,32.1,0,3553.73,209.29,100.0
330.38,16.9,0,3749.53,301.54,100.0
297.04,7.44,1,1349.82,161.62,100.0
192.6,20.85,1,1559.78,82.39,100.0
318.79,21.46,1,4393.92,228.35,100.0
344.47,21.67,1,5177.12,267.65,66.14
131.17,26.4,0,903.87,56.73,100.0
242.44,29.25,0,3393.07,205.21,100.0
251.02,28.86,0,3593.03,218.26,100.0
115.81,20.12,1,545.17,29.4,100.0
103.88,14.25,1,313.8,21.44,100.0
147.73,12.01,0,536.41,56.04,100.0
321.2,27.31,1,5592.07,259.8,45.4
269.74,24.18,1,3521.49,172.23,100.0
147.83,11.18,0,500.49,55.52,100.0
260.91,17.9,0,2472.08,191.25,100.0
266.38,34.32,0,4726.8,274.28,88.66
223.86,17.21,0,1751.65,139.14,100.0
239.18,16.53,1,1922.79,117.8,100.0
283.42,28.22,0,4487.66,274.7,100.0
338.78,30.25,1,6830.44,306.62,0.0
327.2,16.97,0,3691.92,296.09,100.0
287.79,17.43,1,2931.43,173.13,100.0
326.85,28.97,0,6113.65,370.89,19.32
266.25,24.13,0,3423.36,223.48,100.0
298.84,7.74,1,1421.74,164.02,100.0
334.13,28.75,0,6344.02,385.86,7.8
332.91,11.66,0,2647.07,283.3,100.0
315.1,26.7,0,5270.4,329.34,61.48
245.28,8.8,0,1087.17,148.82,100.0
150.33,14.57,0,671.68,60.16,100.0
322.68,33.89,0,6860.18,399.07,0.0
301.05,30.31,0,5404.85,323.29,54.76
304.52,19.08,0,3582.46,265.99,100.0
133.25,11.17,0,406.5,45.11,100.0
326.96,14.84,0,3236.04,285.78,100.0
311.49,24.22,0,4702.77,306.44,89.86
205.13,6.51,1,563.67,76.49,100.0
226.94,25.83,1,2651.56,125.94,100.0
352.91,15.48,0,3926.43,336.22,100.0
111.61,28.45,0,701.13,42.79,100.0
135.09,29.71,1,1068.75,48.24,100.0
316.42,9.5,0,1953.07,249.49,100.0
262.38,32.47,0,4366.78,256.45,100.0
114.31,14.38,0,383.39,34.69,100.0
285.18,13.42,0,2230.18,212.89,100.0
202.86,18.57,0,1548.38,116.97,100.0
221.28,33.92,0,3228.84,187.79,100.0
159.75,14.07,0,732.88,67.43,100.0
146.53,19.09,0,829.47,61.58,100.0
213.25,19.93,0,1831.87,132.44,100.0
254.79,7.22,0,963.4,158.24,100.0
157.19,28.31,0,1384.21,84.64,100.0
220.4,6.55,0,654.8,117.77,100.0
255.57,31.39,0,4019.3,238.08,100.0
228.04,19.26,0,2026.75,149.63,100.0
224.04,24.69,1,2477.17,120.0,100.0
176.48,32.79,0,1992.85,116.77,100.0
129.75,21.29,0,722.3,50.27,100.0
351.78,28.02,1,6868.77,316.12,0.0
339.26,32.75,0,7355.97,431.14,0.0
346.48,25.67,1,6145.13,292.63,17.74
244.94,25.22,0,3020.47,193.25,100.0
169.21,22.8,0,1310.89,87.98,100.0
187.38,19.21,1,1365.06,75.7,100.0
259.22,31.65,1,4166.08,184.67,100.0
289.46,8.52,0,1466.62,206.69,100.0
270.71,5.62,0,847.65,176.49,100.0
146.84,10.73,0,474.16,54.48,100.0
335.9,14.18,0,3265.6,298.61,100.0
262.77,12.43,0,1755.56,178.28,100.0
329.01,13.1,0,2898.19,282.06,100.0
263.73,11.66,1,1660.57,133.34,100.0
207.17,6.66,1,588.47,78.12,100.0
122.65,9.59,0,296.25,37.52,100.0
180.3,29.08,0,1866.64,113.11,100.0
150.6,24.91,1,1128.81,54.46,100.0
354.96,33.97,0,8317.86,483.64,0.0
206.13,5.5,1,481.05,76.68,100.0
339.81,23.29,0,5394.7,358.19,55.27
187.67,14.7,0,1055.61,93.94,100.0
132.8,29.92,0,1039.39,62.41,100.0
314.62,15.04,0,3034.65,265.4,100.0
224.33,6.69,0,692.63,122.15,100.0
325.44,24.98,0,5284.0,339.52,60.8
250.13,21.37,0,2693.1,187.09,100.0
126.44,19.53,0,631.56,46.22,100.0
108.39,22.99,0,542.26,36.24,100.0
142.22,17.34,0,712.03,56.28,100.0
185.0,23.66,0,1622.44,106.91,100.0
208.4,22.58,0,1970.1,132.89,100.0
329.13,13.7,0,3031.88,284.71,100.0
333.02,16.58,1,3738.42,228.54,100.0
220.96,6.16,0,618.7,118.02,100.0
273.88,14.16,0,2167.56,198.45,100.0
134.47,32.22,0,1139.14,67.02,100.0
352.2,27.31,1,6725.17,312.42,0.0
189.49,9.07,1,668.54,66.8,100.0
271.8,20.58,1,3068.26,163.29,100.0
246.43,7.81,0,975.11,148.8,100.0
303.06,33.71,1,6022.11,263.03,23.89
362.99,17.52,0,4685.6,367.77,90.72
215.3,14.95,0,1413.34,124.13,100.0
178.66,7.57,1,496.61,58.53,100.0
126.75,34.99,0,1088.53,62.93,100.0
309.88,27.94,0,5315.31,326.52,59.23
182.62,5.19,1,356.23,60.07,100.0
217.65,15.68,1,1512.43,96.22,100.0
353.52,12.68,0,3240.06,323.76,100.0
350.95,26.35,0,6459.51,405.74,2.02
283.94,19.39,0,3162.49,232.51,100.0
127.44,23.12,0,753.41,50.21,100.0
218.86,29.08,0,2750.86,166.68,100.0
340.75,24.2,0,5623.12,366.57,43.84
233.56,16.22,0,1800.81,149.03,100.0
360.77,34.73,0,8760.5,507.19,0.0
150.04,29.91,0,1326.44,79.66,100.0
258.38,34.96,0,4519.94,261.36,99.0
150.15,27.63,0,1235.46,76.19,100.0
310.93,13.62,0,2689.91,253.8,100.0
343.17,22.42,0,5307.28,359.26,59.64
116.35,12.83,1,355.22,26.36,100.0
213.13,32.53,0,2885.87,169.41,100.0
110.08,27.3,0,656.68,40.68,100.0
118.23,20.73,1,584.67,30.98,100.0
197.54,8.36,0,669.92,96.1,100.0
254.53,17.64,1,2320.16,135.92,100.0
325.7,24.54,0,5204.93,337.13,64.75
351.02,30.04,1,7286.86,327.79,0.0
171.21,22.43,0,1321.78,89.45,100.0
159.34,7.88,0,411.33,62.25,100.0
141.92,19.59,0,798.08,58.3,100.0
105.21,5.64,0,128.48,26.66,100.0
241.8,19.54,0,2310.88,169.08,100.0
240.79,34.08,0,3838.86,223.06,100.0
122.63,8.4,0,259.52,37.05,100.0
104.56,7.22,0,162.28,26.65,100.0
201.12,5.51,0,459.16,97.35,100.0
120.91,7.13,1,214.42,26.71,100.0
114.91,17.56,0,470.6,36.88,100.0
230.92,26.56,1,2816.93,132.29,100.0
315.29,18.54,1,3734.26,211.8,100.0
277.23,32.2,0,4838.53,284.74,83.07
140.7,13.81,1,558.37,39.08,100.0
275.13,7.07,1,1101.47,138.23,100.0
192.91,33.35,0,2417.31,141.1,100.0
122.8,25.67,0,771.7,49.0,100.0
197.99,27.93,1,2169.04,99.95,100.0
329.4,33.59,0,7092.23,413.34,0.0
154.14,32.69,0,1516.15,88.9,100.0
230.27,6.63,0,722.85,128.63,100.0
192.84,6.12,0,468.63,89.87,100.0
311.92,32.55,1,6185.44,272.28,15.73
258.7,14.59,0,1991.8,178.21,100.0
208.59,30.82,0,2634.13,156.8,100.0
215.34,18.95,0,1778.77,132.68,100.0
339.43,8.49,0,2010.34,284.13,100.0
166.85,18.42,0,1039.59,78.93,100.0
122.11,21.67,0,650.45,44.84,100.0
326.13,34.3,1,7081.21,308.21,0.0
226.5,24.61,0,2524.28,163.28,100.0
112.83,10.41,0,271.72,32.05,100.0
339.76,31.3,0,7086.67,420.07,0.0
266.36,10.77,1,1567.12,134.53,100.0
166.76,23.6,0,1315.63,86.78,100.0
285.1,32.52,1,5162.31,227.3,66.88
171.06,7.02,1,422.33,53.41,100.0
203.43,19.76,0,1652.89,120.14,100.0
193.61,6.53,0,503.67,90.87,100.0
297.6,34.05,0,5859.2,340.51,32.04
128.18,26.06,0,852.84,53.81,100.0
174.67,19.29,1,1190.92,65.87,100.0
338.8,33.97,1,7577.13,330.43,0.0
334.38,6.36,0,1464.3,270.71,100.0
357.23,17.28,0,4477.81,354.75,100.0
107.13,33.41,0,746.53,43.56,100.0
130.42,23.73,0,808.83,53.22,100.0
356.55,14.53,1,3769.71,253.69,100.0
176.57,16.79,1,1064.15,64.48,100.0
292.76,31.36,1,5269.93,234.18,61.5
350.87,6.72,0,1702.38,298.88,100.0
319.66,21.94,0,4510.89,308.87,99.46
202.15,32.9,0,2622.92,153.56,100.0
263.74,13.17,0,1871.97,181.42,100.0
212.1,31.49,0,2776.74,164.33,100.0
182.05,18.97,0,1273.01,94.87,100.0
296.92,10.53,1,1903.75,166.68,100.0
359.94,30.56,1,7783.81,348.35,0.0
219.72,22.69,0,2200.01,148.02,100.0
246.23,21.79,0,2658.61,182.74,100.0
215.21,21.6,0,2014.84,139.12,100.0
358.63,17.74,1,4631.36,270.29,93.43
292.33,11.45,1,2003.59,163.38,100.0
233.22,9.09,0,1014.77,134.93,100.0
301.66,14.81,0,2748.33,243.14,100.0
139.4,26.28,1,1016.46,47.94,100.0
108.83,18.13,0,435.44,33.41,100.0
235.19,18.57,1,2081.38,117.92,100.0
283.69,32.59,0,5121.89,300.53,68.91
127.54,8.69,1,290.42,30.15,100.0
169.79,26.23,1,1505.35,71.05,100.0
360.12,6.62,1,1765.21,235.94,100.0
146.65,7.08,1,312.99,39.27,100.0
142.72,15.38,0,638.27,54.9,100.0
199.93,34.41,0,2668.78,154.78,100.0
364.8,29.65,1,7778.74,351.3,0.0
182.14,16.62,0,1121.27,91.22,100.0
153.94,29.27,0,1368.75,82.76,100.0
146.94,26.69,0,1145.95,71.61,100.0
310.36,15.02,1,2948.73,193.63,100.0
321.47,25.08,0,5176.41,331.99,66.18
289.39,28.52,1,4724.7,216.1,88.77
333.81,32.09,1,6993.36,308.93,0.0
339.21,34.48,0,7695.63,446.15,0.0
309.96,11.29,0,2222.25,244.43,100.0
271.66,12.54,0,1893.6,190.84,100.0
304.35,24.99,0,4624.38,297.05,93.78
354.22,22.4,0,5648.71,382.59,42.56
289.48,7.94,1,1368.08,154.18,100.0
296.05,26.69,1,4650.93,218.0,92.45
190.62,10.72,0,798.79,91.81,100.0
227.31,24.44,0,2525.84,163.9,100.0
354.81,10.63,0,2743.06,317.72,100.0
335.03,7.97,0,1839.19,275.44,100.0
139.67,28.08,1,1085.12,49.9,100.0
125.23,15.73,0,502.27,42.5,100.0
220.38,26.64,0,2572.68,160.9,100.0
146.87,23.95,0,1034.63,67.78,100.0
354.56,26.14,1,6544.78,309.31,0.0
299.79,31.09,0,5483.73,325.65,50.81
322.32,28.2,0,5800.71,355.15,34.96
274.06,7.41,0,1145.23,183.4,100.0
309.25,11.07,1,2170.19,182.0,100.0
159.98,20.05,1,1036.69,56.02,100.0
361.6,23.6,0,6186.04,408.06,15.7
256.69,33.84,0,4334.95,252.25,100.0
189.73,26.73,0,1912.87,119.48,100.0
361.52,27.74,0,7188.66,442.7,0.0
105.46,20.41,0,458.23,32.67,100.0
282.96,9.89,0,1624.38,200.36,100.0
319.42,14.62,0,3042.5,271.81,100.0
122.95,23.05,0,699.23,46.67,100.0
315.13,34.65,0,6671.81,386.41,0.0
286.77,22.14,0,3662.1,249.53,100.0
179.76,18.83,0,1232.42,92.27,100.0
130.56,13.39,0,466.22,44.6,100.0
305.2,11.88,0,2265.66,238.76,100.0
344.16,24.02,0,5697.7,372.69,40.12
213.98,6.97,1,656.82,83.54,100.0
251.53,7.01,1,911.74,115.47,100.0
206.16,27.5,0,2318.97,143.27,100.0
302.04,25.31,0,4607.27,294.35,94.64
328.19,26.37,1,5652.5,266.21,42.38
261.94,30.31,0,4090.8,244.7,100.0
229.04,28.35,1,2943.23,134.9,100.0
287.5,18.06,1,3028.46,174.67,100.0
212.71,16.81,0,1545.97,124.8,100.0
263.53,21.81,1,3048.13,157.05,100.0
236.27,10.74,0,1228.95,141.07,100.0
147.09,32.26,1,1364.3,60.19,100.0
205.27,22.99,0,1944.68,129.95,100.0
168.9,5.82,0,341.79,68.79,100.0
173.61,23.18,0,1401.65,93.29,100.0
103.78,30.8,0,651.57,38.79,100.0
319.27,31.18,1,6235.99,277.52,13.2
107.5,23.23,0,538.43,35.8,100.0
303.14,27.91,0,5081.97,312.29,70.9
144.78,22.03,0,928.82,63.47,100.0
347.47,25.42,0,6123.89,390.46,18.81
313.38,21.55,1,4262.5,221.03,100.0
130.62,11.03,1,385.72,32.45,100.0
312.95,25.55,0,4991.05,317.54,75.45
194.93,29.3,0,2196.76,132.78,100.0
342.23,29.52,0,6817.41,411.11,0.0
234.76,33.58,0,3601.55,209.91,100.0
294.23,24.64,0,4264.04,275.68,100.0
105.96,29.31,0,649.3,39.24,100.0
114.77,12.42,0,334.81,34.01,100.0
100.26,14.55,1,298.3,20.06,100.0
108.56,8.73,1,211.4,21.85,100.0
246.4,13.5,0,1674.74,159.11,100.0
307.7,9.37,0,1821.91,235.6,100.0
113.76,29.16,0,744.94,45.1,100.0
172.41,34.75,0,2001.86,115.88,100.0
222.08,31.36,1,3032.95,134.77,100.0
234.29,21.41,1,2367.37,123.21,100.0
276.2,5.65,0,886.98,183.76,100.0
119.63,20.02,1,578.9,31.31,100.0
303.37,26.69,0,4884.51,305.24,80.77
139.17,33.9,0,1276.31,74.24,100.0
209.59,34.62,0,2948.77,170.82,100.0
175.17,7.95,0,501.6,75.29,100.0
230.54,17.37,1,1874.18,110.97,100.0
155.31,16.47,0,808.19,66.17,100.0
289.28,21.59,1,3637.26,188.45,100.0
262.48,32.22,0,4339.77,255.35,100.0
266.87,8.92,1,1304.12,132.28,100.0
290.5,23.93,0,4044.76,265.05,100.0
156.04,22.58,0,1104.58,74.5,100.0
250.16,12.22,1,1565.46,120.85,100.0
247.89,16.5,0,2061.59,168.62,100.0
274.05,25.28,1,3789.34,181.65,100.0
307.0,21.92,0,4156.96,284.78,100.0
338.46,17.53,1,4076.56,239.86,100.0
132.2,25.73,0,896.48,56.87,100.0
131.57,16.78,0,590.56,47.73,100.0
130.19,26.08,0,880.47,55.54,100.0
336.4,25.6,0,5776.35,367.23,36.18
191.34,17.22,0,1280.89,101.68,100.0
276.86,7.28,0,1147.61,186.95,100.0
196.87,27.48,0,2112.78,130.58,100.0
226.1,28.81,0,2911.16,176.93,100.0
264.79,33.03,0,4515.46,264.13,99.23
211.97,32.3,1,2836.55,125.1,100.0
123.99,31.96,0,961.55,56.69,100.0
252.97,14.25,0,1860.91,169.54,100.0
334.59,23.19,1,5209.11,259.96,64.54
236.24,32.58,0,3550.46,208.35,100.0
340.69,26.25,0,6065.15,381.57,21.74
253.6,19.36,0,2519.56,185.39,100.0
277.86,17.48,0,2739.32,215.34,100.0
183.48,15.31,0,1050.43,90.65,100.0
210.68,21.68,1,1937.48,100.14,100.0
261.02,29.74,0,3993.87,240.26,100.0
310.68,6.82,1,1354.33,175.89,100.0
290.23,9.49,1,1640.99,157.4,100.0
273.72,30.55,0,4499.73,268.54,100.0
351.8,10.29,0,2611.2,311.11,100.0
111.86,27.79,1,689.31,31.82,100.0
336.35,10.77,1,2498.65,214.51,100.0
213.44,33.36,0,2959.56,172.74,100.0
147.83,21.72,0,955.33,65.78,100.0
128.6,29.03,1,948.15,43.11,100.0
359.8,10.11,0,2684.65,324.77,100.0
353.24,10.78,0,2757.32,315.49,100.0
361.98,31.29,1,8039.29,357.46,0.0
259.22,33.33,1,4362.57,191.0,100.0
233.93,29.72,1,3205.14,144.65,100.0
278.42,23.48,0,3648.67,241.32,100.0
187.47,30.29,0,2094.41,125.3,100.0
182.73,20.93,0,1409.53,99.05,100.0
247.86,5.66,0,715.41,147.99,100.0
330.15,7.81,1,1749.65,200.3,100.0
354.76,34.08,0,8332.1,484.15,0.0
190.86,32.38,0,2305.12,135.46,100.0
338.26,12.71,1,2975.54,222.43,100.0
134.49,19.99,0,730.49,52.73,100.0
